Species	Status	Real age	Age	time stored	3856	3400	3276	2923	2854	1901	1746	1636	1539	1457	1307	1154	1076	1027	880	526	401
AG	GR	12	AG	old	6	0.00696	0.0894	0.13246	0.1946	0.14135	0.01208	0.0871	0.27157	0.23303	0.16867	0.14451	0.18568	0.24389	0.2614	0.11924	0.33804	0.29561
AG	GR	12	AG	old	6	0.00403	0.10195	0.15057	0.19875	0.14389	0.00916	0.09296	0.2532	0.22001	0.16032	0.14209	0.19922	0.24348	0.28678	0.11126	0.32136	0.28627
AG	GR	12	AG	old	6	0.00675	0.05925	0.08649	0.20304	0.14666	0.00985	0.11115	0.19582	0.17888	0.14974	0.12609	0.17689	0.19867	0.21323	0.09959	0.26943	0.23983
AG	GR	12	AG	old	6	0.00676	0.09878	0.14518	0.19888	0.14504	0.0099	0.0952	0.26056	0.24037	0.17569	0.15386	0.19788	0.23978	0.26777	0.11792	0.33151	0.2941
AG	GR	12	AG	old	6	0.00885	0.07832	0.11402	0.22224	0.16015	0.00934	0.1078	0.23892	0.22688	0.17855	0.15252	0.19463	0.23119	0.24279	0.11239	0.31491	0.27902
AG	GR	12	AG	old	6	0.01001	0.09882	0.14195	0.21381	0.1539	0.00987	0.09906	0.25833	0.23088	0.17934	0.15081	0.20276	0.25771	0.28432	0.11566	0.33332	0.29825
AG	GR	12	AG	old	6	0.01127	0.08318	0.11955	0.20168	0.14622	0.01093	0.08995	0.2329	0.21937	0.1683	0.14405	0.17521	0.22143	0.23627	0.11047	0.30313	0.2687
AG	GR	12	AG	old	6	0.01246	0.09631	0.14092	0.20111	0.14583	0.01065	0.09131	0.28685	0.27054	0.19491	0.16633	0.20066	0.23845	0.25164	0.1178	0.34008	0.303
AG	GR	12	AG	old	6	0.00791	0.05694	0.08028	0.11718	0.08817	0.01011	0.05078	0.14933	0.14326	0.10796	0.09609	0.10901	0.13309	0.14138	0.07376	0.18831	0.16847
AG	GR	12	AG	old	6	0.00795	0.10727	0.15371	0.19373	0.14206	0.01279	0.07745	0.26549	0.23808	0.17129	0.15489	0.19791	0.25225	0.30532	0.121	0.35759	0.32195
AG	GR	12	AG	old	6	0.00792	0.09382	0.13121	0.19854	0.14424	0.01272	0.09744	0.22351	0.19502	0.15298	0.1341	0.18858	0.24991	0.29781	0.12292	0.34117	0.3035
AG	GR	12	AG	old	6	0.00626	0.10639	0.15778	0.19064	0.13869	0.01094	0.07687	0.29832	0.26743	0.17777	0.15796	0.19455	0.26405	0.29787	0.12757	0.38126	0.33351
AG	GR	12	AG	old	6	0.0063	0.08087	0.11638	0.20271	0.14624	0.00947	0.10247	0.22466	0.20591	0.15692	0.13394	0.18333	0.21968	0.23775	0.10846	0.29879	0.26733
AG	GR	12	AG	old	6	0.00519	0.09186	0.13442	0.19991	0.14389	0.00936	0.09873	0.27651	0.24591	0.17463	0.14545	0.18688	0.22961	0.22129	0.11038	0.32764	0.29809
AG	GR	12	AG	old	6	0.00544	0.09583	0.14088	0.19632	0.14318	0.00968	0.0905	0.26492	0.24714	0.17774	0.15565	0.19342	0.23234	0.25025	0.11406	0.33048	0.2901
AG	GR	12	AG	old	6	0.00561	0.09549	0.14021	0.20057	0.14654	0.01101	0.08086	0.28493	0.25887	0.18252	0.16018	0.18698	0.24691	0.26344	0.12224	0.36968	0.32376
AG	GR	12	AG	old	6	0.00706	0.10147	0.15138	0.19521	0.1416	0.01045	0.08914	0.3008	0.27035	0.19263	0.16144	0.19442	0.2244	0.2163	0.11292	0.33068	0.29441
AG	GR	12	AG	old	6	0.00636	0.11077	0.16052	0.20956	0.15444	0.01092	0.08568	0.26593	0.24049	0.17731	0.15386	0.19181	0.23537	0.25842	0.11405	0.33003	0.2922
AG	GR	12	AG	old	6	0.00809	0.06134	0.08342	0.2084	0.15003	0.00947	0.11958	0.17321	0.16464	0.14496	0.12	0.17526	0.17447	0.18028	0.09017	0.22951	0.21049
AG	GR	12	AG	old	6	0.00858	0.08215	0.11757	0.1917	0.1418	0.01164	0.08832	0.21365	0.19488	0.15775	0.1304	0.15878	0.18101	0.17974	0.09675	0.258	0.23607
AG	GR	12	AG	old	6	0.00845	0.10789	0.15258	0.19702	0.14687	0.01133	0.06884	0.22442	0.20363	0.16016	0.13702	0.15345	0.19386	0.20488	0.09839	0.2673	0.24358
AG	GR	12	AG	old	6	0.00609	0.06978	0.09751	0.20124	0.14484	0.00921	0.10866	0.19879	0.17867	0.14606	0.12387	0.17889	0.20096	0.22393	0.10103	0.27618	0.25149
AG	GR	12	AG	old	6	0.00574	0.07873	0.11089	0.19936	0.14559	0.01158	0.09329	0.20837	0.19818	0.15839	0.13945	0.17869	0.20782	0.22643	0.10496	0.2875	0.26494
AG	GR	12	AG	old	6	0.00472	0.0501	0.07032	0.1893	0.13585	0.00856	0.11054	0.16245	0.14215	0.12366	0.10103	0.15626	0.17369	0.17863	0.08905	0.22794	0.21024
AG	GR	12	AG	old	6	0.00686	0.11342	0.16721	0.19994	0.14498	0.00979	0.08339	0.30614	0.27936	0.19143	0.16605	0.20158	0.25125	0.27559	0.12034	0.37095	0.32856
AG	GR	12	AG	old	6	0.0065	0.08918	0.12801	0.20805	0.15216	0.00988	0.0978	0.25034	0.23162	0.17971	0.15202	0.19004	0.2313	0.24107	0.11404	0.32952	0.29208
AG	GR	12	AG	old	6	0.00733	0.07976	0.11028	0.20215	0.14609	0.01026	0.10695	0.212	0.19273	0.15417	0.13226	0.18538	0.21743	0.24302	0.10949	0.29987	0.27104
AG	GR	12	AG	old	6	0.00429	0.0735	0.10713	0.18254	0.1352	0.01159	0.08616	0.21697	0.20185	0.16025	0.13538	0.16229	0.18448	0.17515	0.09646	0.25732	0.23228
AG	GR	12	AG	old	6	0.00547	0.07855	0.11106	0.19003	0.13727	0.00964	0.10044	0.21052	0.19104	0.14784	0.12723	0.1788	0.20865	0.23365	0.1047	0.29087	0.25892
AG	GR	12	AG	old	6	0.00461	0.08193	0.11695	0.20115	0.14558	0.00913	0.1045	0.20425	0.1874	0.15347	0.13092	0.17854	0.1976	0.21161	0.09923	0.2671	0.24155
AG	GR	12	AG	old	12	0.00629	0.09022	0.12729	0.19423	0.1452	0.01102	0.08709	0.22143	0.20436	0.16407	0.14533	0.18033	0.24666	0.29263	0.12255	0.33651	0.30243
AG	GR	12	AG	old	12	0.00555	0.0887	0.12604	0.20954	0.15251	0.00943	0.10874	0.19718	0.17687	0.15162	0.1284	0.19074	0.22695	0.26595	0.10703	0.28845	0.26852
AG	GR	12	AG	old	12	0.00582	0.07904	0.11226	0.21571	0.15753	0.00912	0.1145	0.19667	0.18539	0.16226	0.13534	0.18898	0.21392	0.23218	0.10717	0.26726	0.24241
AG	GR	12	AG	old	12	0.00142	0.08418	0.1241	0.20423	0.14924	0.00882	0.10483	0.22135	0.19954	0.16091	0.14151	0.19742	0.23388	0.26515	0.1105	0.3096	0.27719
AG	GR	12	AG	old	12	0.00423	0.0884	0.13484	0.19219	0.14024	0.0102	0.08678	0.25385	0.23302	0.17181	0.14761	0.17817	0.20762	0.21686	0.10738	0.29391	0.26457
AG	GR	12	AG	old	12	0.00645	0.07151	0.10006	0.2166	0.15897	0.01044	0.11343	0.17648	0.1685	0.15914	0.13292	0.18108	0.19215	0.19929	0.1011	0.24397	0.22515
AG	GR	12	AG	old	12	0.00668	0.09808	0.13946	0.17969	0.1364	0.01259	0.07036	0.22731	0.20981	0.15929	0.14637	0.18235	0.26338	0.31863	0.12979	0.34956	0.31471
AG	GR	12	AG	old	12	0.00377	0.09716	0.14047	0.21428	0.15909	0.01015	0.09657	0.24202	0.22104	0.17697	0.15439	0.19512	0.24297	0.2767	0.11752	0.32783	0.28899
AG	GR	12	AG	old	12	0.00636	0.05914	0.08323	0.19844	0.14667	0.00978	0.10242	0.17057	0.16179	0.15048	0.12669	0.16436	0.1766	0.18245	0.09469	0.22847	0.21228
AG	GR	12	AG	old	12	0.00903	0.09628	0.13985	0.22294	0.16618	0.01405	0.09128	0.26497	0.24514	0.19569	0.1683	0.19532	0.2392	0.25141	0.12595	0.33491	0.3032
AG	GR	12	AG	old	12	0.00838	0.0765	0.10731	0.1992	0.1478	0.01193	0.09277	0.20127	0.18929	0.16282	0.14059	0.17287	0.20365	0.22041	0.10789	0.27417	0.25171
AG	GR	12	AG	old	12	0.00592	0.08387	0.12258	0.21472	0.15916	0.01096	0.09422	0.23154	0.21328	0.17415	0.1486	0.18367	0.22815	0.24772	0.11318	0.29388	0.2677
AG	GR	12	AG	old	12	0.00484	0.1057	0.15073	0.19443	0.14525	0.00967	0.08728	0.21313	0.19875	0.15727	0.13947	0.17332	0.2173	0.24616	0.10836	0.27946	0.25306
AG	GR	12	AG	old	12	0.00919	0.08664	0.11657	0.21246	0.1569	0.01205	0.1036	0.1988	0.19345	0.16537	0.14428	0.18112	0.19581	0.20425	0.10516	0.26089	0.23706
AG	GR	12	AG	old	12	0.00822	0.13146	0.18436	0.20721	0.15723	0.0116	0.08362	0.26585	0.25463	0.19115	0.17183	0.19224	0.28178	0.3334	0.13654	0.39161	0.34734
AG	GR	12	AG	old	12	0.00746	0.09838	0.13897	0.21288	0.1579	0.00997	0.10843	0.26104	0.24958	0.18914	0.1641	0.19344	0.21291	0.21369	0.11479	0.30958	0.28318
AG	GR	12	AG	old	12	0.00554	0.06474	0.09205	0.17398	0.12803	0.00824	0.08031	0.1767	0.17355	0.14204	0.12205	0.14669	0.16356	0.16916	0.08837	0.23685	0.2153
AG	GR	12	AG	old	12	0.00375	0.06743	0.09295	0.19916	0.14458	0.00854	0.10341	0.17027	0.15806	0.14227	0.12195	0.16699	0.19285	0.21595	0.09788	0.24844	0.22934
AG	GR	12	AG	old	12	0.00693	0.08176	0.11677	0.21312	0.15828	0.01383	0.09598	0.22831	0.22032	0.18413	0.15752	0.18511	0.20652	0.20748	0.1135	0.28499	0.25335
AG	GR	12	AG	old	12	0.0068	0.10624	0.15939	0.20375	0.14867	0.00985	0.09299	0.27358	0.25595	0.18481	0.15789	0.19408	0.23845	0.25583	0.11603	0.33728	0.30484
AG	GR	12	AG	old	12	0.00905	0.10123	0.14729	0.19958	0.15038	0.01358	0.06667	0.26328	0.25016	0.19199	0.1686	0.17369	0.24208	0.25541	0.12707	0.34116	0.30731
AG	GR	12	AG	old	12	0.00779	0.08831	0.12507	0.2221	0.16363	0.01071	0.11424	0.22063	0.20724	0.18507	0.15246	0.19593	0.21292	0.21218	0.10991	0.28502	0.25758
AG	GR	12	AG	old	12	0.00478	0.08202	0.12104	0.21273	0.15431	0.00922	0.102	0.23138	0.22343	0.17513	0.14896	0.18651	0.21032	0.21881	0.10647	0.297	0.26801
AG	GR	12	AG	old	12	0.00698	0.06509	0.0926	0.14728	0.11004	0.01021	0.06922	0.16877	0.16165	0.13239	0.11502	0.13574	0.15732	0.16662	0.08698	0.21032	0.19106
AG	GR	12	AG	old	12	0.00875	0.04571	0.06206	0.08808	0.06857	0.00935	0.03573	0.10923	0.10966	0.08686	0.07719	0.0819	0.09352	0.09521	0.05595	0.131	0.11266
AG	GR	12	AG	old	12	0.0075	0.10442	0.16029	0.20864	0.15767	0.01335	0.0749	0.32044	0.30649	0.20685	0.18412	0.19301	0.26551	0.28473	0.13396	0.39206	0.34065
AG	GR	12	AG	old	12	0.0056	0.07335	0.10486	0.21766	0.15896	0.00884	0.11944	0.1876	0.17878	0.15973	0.13173	0.18512	0.19479	0.19921	0.10023	0.26133	0.23473
AG	GR	12	AG	old	12	0.00585	0.08227	0.12054	0.21157	0.15529	0.01039	0.09678	0.2363	0.22224	0.1743	0.1533	0.19671	0.24831	0.28907	0.12554	0.34253	0.30709
AG	GR	12	AG	old	12	0.00518	0.11812	0.1662	0.20239	0.15109	0.01029	0.08414	0.25321	0.23272	0.17979	0.16414	0.20285	0.2926	0.36254	0.13287	0.38579	0.35631
AG	GR	12	AG	old	12	0.0058	0.07505	0.10899	0.1971	0.14613	0.01175	0.08827	0.20581	0.19854	0.16336	0.14153	0.16648	0.20242	0.21703	0.10891	0.28424	0.24982
AG	GR	12	AG	old	12	0.0039	0.08367	0.12215	0.20604	0.15045	0.01004	0.10114	0.22169	0.20645	0.16439	0.14352	0.18784	0.23237	0.26629	0.1155	0.32647	0.29052
AG	GR	12	AG	old	12	0.00464	0.08715	0.12345	0.19023	0.14244	0.0137	0.08064	0.21217	0.18282	0.14264	0.13075	0.18065	0.28006	0.34697	0.14704	0.37708	0.33158
AG	GR	12	AG	old	12	0.00502	0.0687	0.09718	0.19882	0.14767	0.01063	0.09732	0.17693	0.16275	0.14925	0.1253	0.16317	0.18035	0.18766	0.09531	0.22392	0.20996
AG	GR	12	AG	old	12	0.00644	0.09062	0.13736	0.20838	0.15175	0.0092	0.0913	0.27385	0.25963	0.18678	0.16089	0.19621	0.23905	0.26659	0.11389	0.33585	0.30407
AG	GR	12	AG	old	12	0.00817	0.11215	0.16241	0.21173	0.15845	0.01122	0.08884	0.27513	0.26079	0.19991	0.17415	0.19825	0.25915	0.29312	0.12745	0.37582	0.33816
AG	GR	12	AG	old	12	0.00716	0.08427	0.11979	0.21135	0.15483	0.01105	0.10409	0.22035	0.20374	0.1688	0.14237	0.18829	0.22238	0.24422	0.11069	0.29662	0.27288
AG	GR	12	AG	old	12	0.00688	0.102	0.14515	0.20937	0.15536	0.01078	0.08863	0.25195	0.23093	0.18285	0.16101	0.19989	0.26309	0.30687	0.12426	0.36108	0.32777
AG	GR	12	AG	old	12	0.00634	0.09413	0.13237	0.21067	0.15442	0.0109	0.09896	0.23075	0.20992	0.174	0.15152	0.19988	0.2451	0.28819	0.12398	0.3412	0.31524
AG	GR	12	AG	old	12	0.00661	0.08453	0.11736	0.21585	0.1581	0.01007	0.11506	0.20903	0.19156	0.16119	0.14042	0.19747	0.24181	0.28317	0.12092	0.32804	0.29795
AG	GR	12	AG	old	12	0.00602	0.08912	0.13055	0.21724	0.15971	0.01003	0.10307	0.23517	0.21706	0.17716	0.15292	0.19482	0.23557	0.26478	0.11667	0.33409	0.30382
AG	GR	12	AG	old	12	0.00578	0.0788	0.10896	0.18506	0.13781	0.00998	0.07984	0.19421	0.17994	0.1506	0.13372	0.16135	0.21873	0.25388	0.10877	0.29662	0.27152
AG	GR	12	AG	old	12	0.00484	0.05151	0.07332	0.20624	0.1496	0.00875	0.11178	0.16106	0.15206	0.13936	0.1164	0.16698	0.1802	0.19316	0.09288	0.23503	0.2146
AG	GR	12	AG	old	12	0.00196	0.0476	0.06904	0.16123	0.11721	0.00889	0.09408	0.13378	0.12818	0.11771	0.09911	0.13653	0.13811	0.13948	0.07555	0.1712	0.15864
AG	GR	12	AG	old	12	0.00967	0.09678	0.13715	0.20121	0.15039	0.01261	0.07713	0.23716	0.22613	0.1804	0.15634	0.17243	0.21225	0.22026	0.11311	0.29463	0.2655
AG	GR	12	AG	old	12	0.00539	0.09119	0.12773	0.17541	0.13164	0.01059	0.07174	0.21365	0.19826	0.15535	0.13951	0.16218	0.23506	0.27734	0.1168	0.30505	0.27761
AG	SF	12	AG	old	12	0.0061	0.09814	0.14352	0.20393	0.14936	0.01199	0.085	0.2854	0.27469	0.19729	0.17195	0.19228	0.24638	0.26391	0.12615	0.37119	0.33305
AG	SF	12	AG	old	12	0.007	0.11053	0.15891	0.21073	0.15544	0.01319	0.08048	0.27015	0.2456	0.18288	0.16169	0.19133	0.27959	0.32379	0.13328	0.36901	0.33393
AG	SF	12	AG	old	12	0.0068	0.09507	0.13716	0.21462	0.15555	0.01154	0.0931	0.26095	0.24974	0.18483	0.16121	0.18852	0.25471	0.27674	0.12594	0.36184	0.32833
AG	SF	12	AG	old	12	0.00948	0.08914	0.13378	0.20665	0.15188	0.01253	0.09149	0.25485	0.24118	0.17922	0.15489	0.18176	0.23072	0.246	0.1211	0.32174	0.27693
AG	SF	12	AG	old	12	0.00932	0.06659	0.09221	0.197	0.14857	0.01272	0.09798	0.17639	0.1666	0.15375	0.13049	0.16378	0.18915	0.20522	0.10304	0.24763	0.22541
AG	SF	12	AG	old	12	0.00672	0.06716	0.09848	0.22971	0.168	0.011	0.12123	0.21312	0.19843	0.17297	0.14462	0.19398	0.22589	0.24655	0.11242	0.30356	0.2701
AG	SF	12	AG	old	12	0.00956	0.10224	0.13339	0.19222	0.1479	0.01331	0.07117	0.19069	0.17721	0.15728	0.14242	0.16128	0.22736	0.26721	0.11756	0.29816	0.27707
AG	SF	12	AG	old	12	0.00823	0.06775	0.09565	0.20293	0.15248	0.01216	0.09759	0.18031	0.16941	0.15294	0.13009	0.16735	0.19601	0.21734	0.10421	0.25019	0.23117
AG	SF	12	AG	old	12	0.00989	0.09341	0.12795	0.16739	0.12903	0.01358	0.06735	0.17762	0.1662	0.14	0.12307	0.1426	0.18143	0.20309	0.099	0.23648	0.21447
AG	SF	12	AG	old	12	0.00802	0.04815	0.06432	0.11401	0.08642	0.00976	0.05664	0.10599	0.10044	0.08978	0.07705	0.09324	0.10212	0.11076	0.06026	0.12668	0.12112
AG	SF	12	AG	old	12	0.0078	0.05144	0.06773	0.16915	0.12455	0.00938	0.09005	0.11942	0.11262	0.10695	0.09147	0.12778	0.14933	0.16765	0.07982	0.17408	0.16726
AG	SF	12	AG	old	12	0.00984	0.09848	0.13791	0.22086	0.16273	0.01287	0.10384	0.25487	0.24544	0.19354	0.17074	0.20899	0.25319	0.29041	0.13001	0.36737	0.3303
AG	SF	12	AG	old	12	0.00796	0.10956	0.1592	0.20118	0.14898	0.0128	0.0787	0.27546	0.25719	0.18105	0.16009	0.18332	0.2562	0.28886	0.12799	0.3607	0.31852
AG	SF	12	AG	old	12	0.00711	0.0572	0.07888	0.21558	0.15631	0.01089	0.10715	0.176	0.16989	0.15151	0.12729	0.16491	0.18734	0.19909	0.10028	0.25716	0.23788
AG	SF	12	AG	old	12	0.00814	0.07989	0.11195	0.22216	0.16316	0.01411	0.0972	0.20943	0.19526	0.17358	0.15252	0.18707	0.26568	0.30108	0.12885	0.32803	0.30643
AG	SF	12	AG	old	12	0.00704	0.13271	0.18355	0.21415	0.15632	0.01298	0.0793	0.25724	0.22568	0.17559	0.16473	0.21177	0.34049	0.43415	0.14619	0.42689	0.3947
AG	SF	12	AG	old	12	0.00707	0.05836	0.07609	0.19201	0.13882	0.01204	0.09688	0.14787	0.13821	0.13004	0.1119	0.15542	0.20102	0.22063	0.10289	0.24137	0.23063
AG	SF	12	AG	old	12	0.00406	0.06885	0.09602	0.18919	0.137	0.01223	0.09206	0.18024	0.17074	0.14006	0.119	0.15312	0.20025	0.20978	0.0968	0.23469	0.22608
AG	SF	12	AG	old	12	0.0099	0.10748	0.15957	0.22009	0.16156	0.01564	0.07496	0.32197	0.31036	0.20767	0.18847	0.1916	0.28106	0.28367	0.13871	0.40856	0.36321
AG	SF	12	AG	old	12	0.00732	0.11953	0.1677	0.20815	0.1524	0.01232	0.0924	0.25037	0.23049	0.17664	0.15513	0.19737	0.26426	0.30383	0.13061	0.35282	0.32266
AG	SF	12	AG	old	12	0.00658	0.07835	0.11036	0.22398	0.16334	0.01238	0.10338	0.19223	0.17759	0.15692	0.1308	0.16745	0.20184	0.21245	0.10405	0.26515	0.24344
AG	SF	12	AG	old	12	0.00696	0.10016	0.14054	0.20897	0.1517	0.01205	0.09308	0.25252	0.24015	0.1808	0.15906	0.19282	0.25612	0.29171	0.1316	0.37143	0.33146
AG	SF	12	AG	old	12	0.00531	0.06804	0.09748	0.20143	0.14717	0.0103	0.09954	0.18765	0.17553	0.15237	0.12801	0.16514	0.19821	0.21782	0.10062	0.26398	0.24346
AG	SF	12	AG	old	12	0.00471	0.10385	0.15141	0.20446	0.15064	0.01152	0.08857	0.23744	0.215	0.16249	0.14605	0.19413	0.29812	0.36263	0.14151	0.3827	0.38412
AG	SF	12	AG	old	12	0.00468	0.097	0.14016	0.2106	0.15404	0.01088	0.09851	0.20723	0.18861	0.15041	0.12845	0.17127	0.2201	0.25089	0.10701	0.28348	0.25504
AG	SF	12	AG	old	12	0.00599	0.08115	0.11544	0.21332	0.15605	0.01273	0.0937	0.23077	0.22178	0.18108	0.15657	0.18274	0.21763	0.22567	0.11704	0.32315	0.29002
AG	SF	12	AG	old	12	0.0064	0.11609	0.17144	0.20667	0.15209	0.01275	0.08075	0.30638	0.29329	0.2048	0.18067	0.19959	0.26551	0.29176	0.1339	0.3937	0.35085
AG	SF	12	AG	old	12	0.0041	0.0753	0.1119	0.21645	0.15549	0.00975	0.10409	0.23777	0.22733	0.17461	0.1478	0.18576	0.2192	0.23125	0.11089	0.32346	0.29341
AG	SF	12	AG	old	12	0.00903	0.11807	0.16601	0.20665	0.15487	0.01374	0.08036	0.27002	0.2518	0.1993	0.17175	0.19131	0.23859	0.26821	0.1265	0.34353	0.31416
AG	SF	12	AG	old	12	0.00571	0.06912	0.09888	0.20559	0.1495	0.01198	0.09503	0.21433	0.20323	0.16678	0.14339	0.17341	0.21876	0.23381	0.11642	0.32085	0.2888
AG	SF	12	AG	old	12	0.00584	0.1485	0.19726	0.19465	0.14906	0.01213	0.07743	0.24674	0.22163	0.1749	0.15921	0.1932	0.29656	0.366	0.13951	0.39839	0.36108
AG	SF	12	AG	old	12	0.0064	0.09623	0.13702	0.2062	0.15146	0.01275	0.09249	0.23905	0.22554	0.17665	0.15139	0.18116	0.21761	0.23627	0.11421	0.30795	0.27625
AG	BF	13	AG	old	10	0.0036	0.07022	0.10192	0.16342	0.12017	0.00765	0.07251	0.18913	0.18531	0.13949	0.11967	0.13823	0.16383	0.16568	0.08747	0.24547	0.22591
AG	BF	13	AG	old	10	0.00459	0.0821	0.11546	0.1628	0.12172	0.01001	0.07815	0.19451	0.18317	0.1475	0.12549	0.14867	0.17932	0.17805	0.09729	0.24204	0.21959
AG	BF	13	AG	old	10	0.00726	0.07493	0.10881	0.22758	0.16864	0.01078	0.11753	0.20112	0.19455	0.17688	0.14426	0.19263	0.20581	0.20537	0.10649	0.25523	0.22632
AG	BF	13	AG	old	10	0.00515	0.03048	0.04655	0.05282	0.04324	0.00901	0.02194	0.12892	0.1258	0.08879	0.08277	0.07794	0.09596	0.09205	0.05824	0.15178	0.14164
AG	BF	13	AG	old	10	0.0068	0.05535	0.078	0.14295	0.10868	0.0101	0.07091	0.15575	0.15365	0.12789	0.10932	0.12906	0.14284	0.14034	0.08313	0.20039	0.18515
AG	BF	13	AG	old	10	0.00713	0.09752	0.14438	0.19326	0.14374	0.01224	0.07956	0.26581	0.25665	0.18538	0.16198	0.17652	0.2099	0.2095	0.11289	0.31639	0.27896
AG	BF	13	AG	old	10	0.00585	0.10126	0.16034	0.19097	0.14039	0.01134	0.07289	0.33264	0.31523	0.20602	0.17926	0.18711	0.21629	0.19816	0.11347	0.35253	0.31163
AG	BF	13	AG	old	10	0.01261	0.07764	0.12021	0.10097	0.07729	0.01432	0.02267	0.2354	0.21855	0.13609	0.12112	0.10742	0.12704	0.11413	0.07624	0.22115	0.20497
AG	BF	13	AG	old	10	0.00531	0.06982	0.1024	0.19724	0.14319	0.01092	0.09994	0.21632	0.20694	0.15895	0.13527	0.16785	0.19627	0.19637	0.10563	0.28766	0.25636
AG	BF	13	AG	old	10	0.00435	0.06306	0.10053	0.18231	0.13165	0.01054	0.08711	0.24641	0.23631	0.16178	0.13909	0.15881	0.16368	0.14691	0.09032	0.27409	0.25443
AG	BF	13	AG	old	10	0.01072	0.08403	0.13812	0.14548	0.11006	0.01593	0.04541	0.30476	0.28768	0.18065	0.16148	0.14991	0.17324	0.154	0.09933	0.29485	0.26363
AG	BF	13	AG	old	10	0.00812	0.0898	0.13954	0.1908	0.14175	0.01235	0.07334	0.28995	0.29091	0.19628	0.17343	0.17609	0.19973	0.19123	0.11223	0.33774	0.30431
AG	BF	13	AG	old	10	0.00762	0.09393	0.13996	0.19445	0.14253	0.01221	0.08015	0.28473	0.27862	0.19184	0.16728	0.18164	0.2315	0.23744	0.1236	0.36041	0.31543
AG	BF	13	AG	old	10	0.00559	0.10586	0.1568	0.20516	0.15252	0.01107	0.08155	0.29175	0.27846	0.19527	0.17355	0.18986	0.25494	0.27316	0.12815	0.38034	0.33413
AG	BF	13	AG	old	10	0.00523	0.09473	0.14015	0.19222	0.14086	0.0107	0.08039	0.27434	0.26827	0.18703	0.16367	0.18036	0.22047	0.22374	0.11391	0.3417	0.30651
AG	BF	13	AG	old	10	0.00406	0.09037	0.13804	0.20904	0.15657	0.01264	0.06762	0.28881	0.31644	0.20871	0.17803	0.16994	0.19053	0.16961	0.11258	0.34461	0.30503
AG	BF	13	AG	old	10	0.00511	0.10466	0.15343	0.18176	0.13396	0.01061	0.0723	0.29341	0.27784	0.18727	0.16552	0.18252	0.24203	0.25474	0.1238	0.37593	0.33129
AG	BF	13	AG	old	10	0.00393	0.0982	0.14418	0.19675	0.14385	0.01091	0.09232	0.25355	0.24066	0.17243	0.14872	0.17895	0.23338	0.24148	0.11601	0.34277	0.29653
AG	BF	13	AG	old	10	0.00823	0.09737	0.1415	0.17811	0.13148	0.01118	0.07033	0.24637	0.2424	0.17246	0.14714	0.15978	0.1894	0.19028	0.10267	0.29535	0.26882
AG	BF	13	AG	old	10	0.00831	0.05751	0.08414	0.11317	0.08585	0.01114	0.0435	0.16636	0.16479	0.11711	0.10448	0.10367	0.11816	0.11044	0.07042	0.19766	0.18171
AG	BF	13	AG	old	10	0.00764	0.12181	0.17613	0.19795	0.14611	0.01237	0.0764	0.29037	0.27776	0.19468	0.16722	0.18016	0.2205	0.21572	0.11711	0.34355	0.3096
AG	BF	13	AG	old	10	0.00797	0.10587	0.15343	0.1928	0.14152	0.01181	0.07817	0.27999	0.27094	0.19159	0.16653	0.18157	0.21962	0.22051	0.1143	0.34001	0.30663
AG	BF	13	AG	old	10	0.00745	0.10795	0.16026	0.18958	0.13801	0.01237	0.07553	0.3043	0.29419	0.19235	0.16805	0.17829	0.21265	0.20624	0.11466	0.35301	0.31714
AG	BF	13	AG	old	10	0.00894	0.09557	0.14707	0.15932	0.11857	0.01319	0.04935	0.29884	0.28789	0.18124	0.16099	0.15194	0.17805	0.16245	0.09981	0.30218	0.27507
AG	BF	13	AG	old	10	0.00634	0.07873	0.12597	0.15822	0.11624	0.01125	0.06409	0.26953	0.25597	0.16197	0.14201	0.14689	0.16254	0.14538	0.09049	0.27061	0.24882
AG	BF	13	AG	old	10	0.00441	0.11111	0.16764	0.19907	0.14704	0.01211	0.06322	0.33769	0.31304	0.20273	0.17841	0.18307	0.26555	0.26219	0.13599	0.4119	0.36061
AG	BF	13	AG	old	10	0.00579	0.10142	0.13806	0.16158	0.12016	0.01163	0.04904	0.23163	0.22672	0.15826	0.14054	0.14263	0.18601	0.18322	0.10108	0.28911	0.26116
AG	BF	13	AG	old	10	0.00665	0.08707	0.12275	0.20728	0.15126	0.01055	0.10618	0.20454	0.18832	0.15838	0.13049	0.17848	0.20302	0.20818	0.10887	0.2747	0.25063
AG	BF	13	AG	old	10	0.00809	0.08979	0.13117	0.15993	0.11862	0.01222	0.05885	0.23788	0.23374	0.15884	0.1402	0.14162	0.16301	0.1543	0.09305	0.26715	0.24796
AG	BF	13	AG	old	10	0.01149	0.09922	0.14453	0.1628	0.12347	0.01514	0.04756	0.27989	0.27128	0.18227	0.16168	0.14892	0.17908	0.16508	0.10457	0.30714	0.28146
AG	BF	13	AG	old	10	0.00662	0.12379	0.17642	0.18747	0.13889	0.01133	0.07231	0.30276	0.28907	0.19921	0.1753	0.19163	0.26211	0.28734	0.12906	0.39557	0.35199
AG	BF	13	AG	old	10	0.00523	0.08301	0.12587	0.18959	0.13565	0.00938	0.0894	0.27436	0.25959	0.17278	0.14681	0.17025	0.18921	0.16747	0.10106	0.31351	0.28593
